LinkID,EndPointID,CRUID,FEEID,ModuleType,LocalChannelID,channel #,EndPoint/Link,Module,PM channel,HV board,HV channel,MCP S/N,HV cable,signal cable,orientation,group
5,1,0,F0C5,PM,12,198,1/5,PMC5,PMC5/Ch12,3,HVC3/09,2165,FTC-E6,FTC-E6-4,2,C-side Outer ring
5,1,0,F0C5,PM,10,199,1/5,PMC5,PMC5/Ch10,3,HVC3/09,2165,FTC-E6,FTC-E6-3,2,C-side Outer ring
4,1,0,F0C4,PM,10,200,1/4,PMC4,PMC4/Ch10,3,HVC3/11,2142,FTC-F5,FTC-F5-1,2,C-side Outer ring
4,1,0,F0C4,PM,12,201,1/4,PMC4,PMC4/Ch12,3,HVC3/11,2142,FTC-F5,FTC-F5-4,2,C-side Outer ring
4,1,0,F0C4,PM,09,202,1/4,PMC4,PMC4/Ch09,3,HVC3/11,2142,FTC-F5,FTC-F5-2,2,C-side Outer ring
4,1,0,F0C4,PM,11,203,1/4,PMC4,PMC4/Ch11,3,HVC3/11,2142,FTC-F5,FTC-F5-3,2,C-side Outer ring
4,1,0,F0C4,PM,06,204,1/4,PMC4,PMC4/Ch06,3,HVC3/10,2152,FTC-F4,FTC-F4-1,2,C-side Outer ring
4,1,0,F0C4,PM,08,205,1/4,PMC4,PMC4/Ch08,3,HVC3/10,2152,FTC-F4,FTC-F4-4,2,C-side Outer ring
4,1,0,F0C4,PM,05,206,1/4,PMC4,PMC4/Ch05,3,HVC3/10,2152,FTC-F4,FTC-F4-2,2,C-side Outer ring
4,1,0,F0C4,PM,07,207,1/4,PMC4,PMC4/Ch07,3,HVC3/10,2152,FTC-F4,FTC-F4-3,2,C-side Outer ring
9,1,0,F0C9,PM-LCS,09,208,1/9,PMC9,PMC9/Ch09,4,HVC4/11,????,FT0-LCS,FTA-LCS,0,LCS
9,1,0,F0C9,PM-LCS,10,209,1/9,PMC9,PMC9/Ch10,4,HVC4/11,????,FT0-LCS,FTA-LCS-H,0,LCS
9,1,0,F0C9,PM-LCS,11,210,1/9,PMC9,PMC9/Ch11,4,HVC4/11,????,FT0-LCS,FTC-LCS,0,LCS
9,1,0,F0C9,PM-LCS,12,211,1/9,PMC9,PMC9/Ch12,4,HVC4/11,????,FT0-LCS,FTC-LCS-H,0,LCS
11,1,0,F000,TCM,,212,1/11,TCM,,,,,,,,TCM
